# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.190561780564e-09       6.268516959036e-15       2.149812533399e-12       3.040685386608e-19       8.474924714731e-09       2.789053991316e-11      -2.254623363797e-12 
    3       1.155774846854e-09       8.025512160550e-15       2.348175815731e-12       6.081575472197e-19       5.290022824431e-09       7.780819996220e-11      -1.706067641587e-12 
    4       1.105646175039e-09       6.921211095586e-15       2.192302973682e-12       1.013644165172e-18       3.709917803237e-09       8.152900650546e-11      -1.114353408542e-12 
    5       1.053752804053e-09       4.581558392774e-15       1.863064803228e-12       1.520563202809e-18       2.785892359104e-09       7.429617912743e-11      -6.135356851313e-13 
    6       1.003887656836e-09       2.528275498833e-15       1.471096787357e-12       2.128964212326e-18       2.186676790165e-09       6.518003899387e-11      -2.412271683664e-13 
    7       9.572596362304e-10       1.362143685932e-15       1.087811304862e-12       2.838914922056e-18       1.772928970335e-09       5.655098051724e-11      -7.246620725681e-16 
    8       9.140860239268e-10       9.145770751237e-16       7.526202428890e-13       3.650504805125e-18       1.472938239508e-09       4.900980615462e-11       1.241782300939e-13 
    9       8.741576051403e-10       7.782700487882e-16       4.836042870251e-13       4.563848529303e-18       1.246616877394e-09       4.258170567138e-11       1.600255528971e-13 
   10       8.373286276347e-10       6.820069573077e-16       2.847609226896e-13       5.579089029465e-18       1.070803527739e-09       3.714811932361e-11       1.371893859935e-13 
   11       8.033133205379e-10       5.650886398408e-16       1.512829743338e-13       6.696399952385e-18       8.981155633131e-10       3.036039938677e-11       8.425580617456e-14 
   12       7.718902045673e-10       4.702300721917e-16       7.368142376137e-14       7.915987245434e-18       7.871831067398e-10       2.824641671019e-11       2.601647045625e-14 
