# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.384401420581e-10       8.603478874536e-16       1.613441728502e-13       0.000000000000e+00       9.882565905326e-09       4.915505602706e-10      -8.351689255333e-13 
    3       1.326262109571e-10       1.118306819875e-15       1.855591270764e-13       0.000000000000e+00       6.229788453797e-09       3.564484914767e-10      -6.352521791519e-13 
    4       1.270774957335e-10       9.895222654217e-16       1.795222276015e-13       0.000000000000e+00       4.436842011964e-09       2.757113391935e-10      -4.178001780228e-13 
    5       1.230822402372e-10       6.930026263880e-16       1.613937343905e-13       0.000000000000e+00       3.384241230742e-09       2.222040519257e-10      -2.346848669753e-13 
    6       1.205309244039e-10       4.302701596486e-16       1.413642648635e-13       0.000000000000e+00       2.695430429484e-09       1.843027040964e-10      -1.003042824077e-13 
    7       1.191246055120e-10       2.792843517855e-16       1.250625991308e-13       0.000000000000e+00       2.213512768450e-09       1.561703391540e-10      -1.535210462359e-14 
    8       1.185251484044e-10       2.202608669114e-16       1.147640233052e-13       0.000000000000e+00       1.859542761560e-09       1.345813330688e-10       2.717929597249e-14 
    9       1.186106476568e-10       2.066118737597e-16       1.108673968705e-13       0.000000000000e+00       1.589775642937e-09       1.176050349766e-10       3.822964887973e-14 
   10       1.192430021389e-10       2.097235903331e-16       1.127508505819e-13       0.000000000000e+00       1.378281163404e-09       1.039437773915e-10       2.984017141736e-14 
   11       1.202191088883e-10       2.245725552492e-16       1.193749940092e-13       0.000000000000e+00       1.138166418029e-09       9.176977929414e-11       1.334538994360e-14 
   12       1.215366103224e-10       2.561634228366e-16       1.296069241256e-13       0.000000000000e+00       1.005503150792e-09       8.229063118496e-11      -3.779048595144e-15 
