# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.342717508075e-10       2.588765690930e-16       8.537608567110e-14       0.000000000000e+00       6.490678256821e-09       3.752066419028e-10      -4.459584790781e-13 
    3       1.290469160051e-10       3.394948486171e-16       9.604291966913e-14       0.000000000000e+00       3.873348596816e-09       2.569962690643e-10      -3.349333054452e-13 
    4       1.241690500623e-10       3.045816580815e-16       9.146665137795e-14       0.000000000000e+00       2.611444673931e-09       1.892221865483e-10      -2.163749600898e-13 
    5       1.207379184782e-10       2.178202752689e-16       8.209517576780e-14       0.000000000000e+00       1.897154792482e-09       1.461657342856e-10      -1.163524342922e-13 
    6       1.186420026718e-10       1.408070318757e-16       7.318042157651e-14       0.000000000000e+00       1.446766060495e-09       1.168586085344e-10      -4.195173098678e-14 
    7       1.175766707174e-10       9.876193984558e-17       6.706740196365e-14       0.000000000000e+00       1.141770198656e-09       9.586157851007e-11       6.319806225684e-15 
    8       1.172699281587e-10       8.518261690027e-17       6.418735937089e-14       0.000000000000e+00       9.244024343030e-10       8.021585460729e-11       3.167961438462e-14 
    9       1.175710836800e-10       8.324362912447e-17       6.411594081527e-14       0.000000000000e+00       7.635109999372e-10       6.821889113092e-11       3.929733628146e-14 
   10       1.183608243401e-10       8.189772752978e-17       6.617747138146e-14       0.000000000000e+00       6.409217203455e-10       5.882050564590e-11       3.506399651118e-14 
   11       1.195157211367e-10       7.973051735308e-17       6.975183525074e-14       0.000000000000e+00       5.385077149936e-10       5.190471002868e-11       2.461101754316e-14 
   12       1.210076838811e-10       8.059392050522e-17       7.436930881555e-14       0.000000000000e+00       4.635225075896e-10       4.566815976836e-11       1.253378988673e-14 
   13       1.227794173067e-10       8.815526901226e-17       7.969807834757e-14       0.000000000000e+00       4.027467747770e-10       4.049043461578e-11       1.959979374120e-15 
