# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.226012719030e-09       6.317317758718e-15       2.193245847784e-12       0.000000000000e+00       8.892138694683e-09       3.435237434474e-11      -2.277640688609e-12 
    3       1.191864228226e-09       8.076374714297e-15       2.396438112657e-12       0.000000000000e+00       5.659059683180e-09       8.618237977217e-11      -1.726497191271e-12 
    4       1.142349346084e-09       6.946934875953e-15       2.236164691126e-12       0.000000000000e+00       4.010068206187e-09       8.971632858327e-11      -1.131234675350e-12 
    5       1.090970791818e-09       4.582150793932e-15       1.898180779011e-12       0.000000000000e+00       3.038945743318e-09       8.204652286134e-11      -6.280539732927e-13 
    6       1.041691925517e-09       2.508012001767e-15       1.496149997417e-12       0.000000000000e+00       2.403744145688e-09       7.245840128321e-11      -2.552908258820e-13 
    7       9.957052914326e-10       1.318142741040e-15       1.103626958586e-12       0.000000000000e+00       1.959213459146e-09       6.329453272029e-11      -1.610507211688e-14 
    8       9.530630384808e-10       8.437530011967e-16       7.613090822537e-13       0.000000000000e+00       1.634423265490e-09       5.522486947804e-11       1.065377639797e-13 
    9       9.136023740281e-10       6.890011449263e-16       4.877446045960e-13       0.000000000000e+00       1.389542741761e-09       4.837519382818e-11       1.403028604522e-13 
   10       8.772453215173e-10       5.944102679533e-16       2.869151928540e-13       0.000000000000e+00       1.199531314940e-09       4.260651825264e-11       1.165702414951e-13 
   11       8.437850890200e-10       4.991276603449e-16       1.536878785677e-13       0.000000000000e+00       1.000093669536e-09       3.670527227224e-11       6.492963605462e-14 
   12       8.129285793490e-10       4.333785178368e-16       7.801996760035e-14       0.000000000000e+00       8.798851990479e-10       3.320593967359e-11       9.168166844533e-15 
   13       7.844684844906e-10       4.136108022112e-16       4.804199717816e-14       0.000000000000e+00       7.810702264970e-10       2.812499536262e-11      -3.592376217242e-14 
   14       7.582339314316e-10       4.171669422711e-16       5.185628080302e-14       0.000000000000e+00       6.980839946240e-10       2.572820807521e-11      -6.200831422619e-14 
   15       7.339889469094e-10       4.126827586653e-16       7.860551188014e-14       0.000000000000e+00       6.286070573506e-10       1.932191486424e-11      -7.037165208155e-14 
