# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.353685739290e-10       8.249253980947e-16       1.541000579858e-13       0.000000000000e+00       7.222263780059e-09       4.085668397669e-10      -8.070570506288e-13 
    3       1.293905993971e-10       1.069315497836e-15       1.733683373392e-13       0.000000000000e+00       4.379308166688e-09       2.839225408688e-10      -6.080707028945e-13 
    4       1.237565555346e-10       9.407143784135e-16       1.636229819151e-13       0.000000000000e+00       2.996794117759e-09       2.115390232026e-10      -3.945825190554e-13 
    5       1.196612470639e-10       6.487433156362e-16       1.432298514126e-13       0.000000000000e+00       2.205605679568e-09       1.648968839320e-10      -2.147042275451e-13 
    6       1.169535782620e-10       3.905873804267e-16       1.219013517289e-13       0.000000000000e+00       1.700466085216e-09       1.326771749034e-10      -8.163352432603e-14 
    7       1.153125847371e-10       2.441497119264e-16       1.045522300202e-13       0.000000000000e+00       1.354957221614e-09       1.093596227713e-10       3.807067974065e-15 
    8       1.145264284017e-10       1.878482942314e-16       9.274478808302e-14       0.000000000000e+00       1.107150745825e-09       9.189309395633e-11       4.783378276797e-14 
    9       1.143271565988e-10       1.698730585257e-16       8.634492569315e-14       0.000000000000e+00       9.228223957311e-10       7.842695875693e-11       6.031250765898e-14 
   10       1.146256166470e-10       1.567465612214e-16       8.448429003076e-14       0.000000000000e+00       7.815032756391e-10       6.780058909296e-11       5.233363721854e-14 
   11       1.153128182900e-10       1.426188509503e-16       8.607170150009e-14       0.000000000000e+00       6.590231372302e-10       5.982753215932e-11       3.440797899663e-14 
   12       1.162521284309e-10       1.352310550899e-16       9.013458465987e-14       0.000000000000e+00       5.712953976886e-10       5.266908107220e-11       1.450336448781e-14 
   13       1.174848611422e-10       1.410498646105e-16       9.591286028497e-14       0.000000000000e+00       4.997347379410e-10       4.671592261240e-11      -1.860825126294e-15 
   14       1.189210572032e-10       1.604811599445e-16       1.027800429524e-13       0.000000000000e+00       4.405729739117e-10       4.183194362568e-11      -1.198016407486e-14 
   15       1.205169211141e-10       1.909365444354e-16       1.103637159802e-13       0.000000000000e+00       3.910842863924e-10       3.759776299496e-11      -1.590525017642e-14 
   16       1.222803483054e-10       2.307770975347e-16       1.184250786686e-13       0.000000000000e+00       3.492533160229e-10       3.395497322713e-11      -1.492448863568e-14 
   17       1.241607215390e-10       2.804189690310e-16       1.267838188344e-13       0.000000000000e+00       3.135747349153e-10       3.082299762989e-11      -1.109878967407e-14 
   18       1.261639729306e-10       3.410656577691e-16       1.354056167977e-13       0.000000000000e+00       2.827813652493e-10       2.809965690737e-11      -6.669130555669e-15 
   19       1.282995354770e-10       4.132074243905e-16       1.442293962142e-13       0.000000000000e+00       2.563310331425e-10       2.575131914063e-11      -3.016021835409e-15 
   20       1.305146249071e-10       4.968855802891e-16       1.531465165769e-13       0.000000000000e+00       2.331585801433e-10       2.369774102331e-11      -1.244013643089e-15 
   21       1.328202318541e-10       5.924942092507e-16       1.621079652529e-13       0.000000000000e+00       2.128675767201e-10       2.188388771652e-11      -1.369122751957e-15 
   22       1.352144766565e-10       7.005377903453e-16       1.710544445615e-13       0.000000000000e+00       1.949412568422e-10       2.023778115087e-11      -2.866573590122e-15 
   23       1.376902932554e-10       8.219276844452e-16       1.798398471818e-13       0.000000000000e+00       1.791110481607e-10       1.876257396669e-11      -5.038287352833e-15 
   24       1.402205246776e-10       9.576802966987e-16       1.882821385563e-13       0.000000000000e+00       1.649890625327e-10       1.746547971563e-11      -7.046337374758e-15 
   25       1.428209027117e-10       1.108577114403e-15       1.962931337837e-13       0.000000000000e+00       1.523934840813e-10       1.632808158326e-11      -8.389302572372e-15 
