# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.230708943807e-09       6.317394681023e-15       2.195554063231e-12       0.000000000000e+00       9.093510965927e-09       3.326247915419e-11      -2.276552546242e-12 
    3       1.197023394862e-09       8.063159829941e-15       2.394631709186e-12       0.000000000000e+00       5.671695031771e-09       8.557514935563e-11      -1.727446974744e-12 
    4       1.147827415575e-09       6.929660191601e-15       2.232962714715e-12       0.000000000000e+00       4.006872008214e-09       8.947737016580e-11      -1.132254097672e-12 
    5       1.096719906980e-09       4.566336612302e-15       1.894759624149e-12       0.000000000000e+00       3.031517869187e-09       8.190014378497e-11      -6.292884637075e-13 
    6       1.047771589374e-09       2.493860980484e-15       1.493324073599e-12       0.000000000000e+00       2.396640872042e-09       7.237725645232e-11      -2.572145495632e-13 
    7       1.002093607019e-09       1.302561862354e-15       1.101924263960e-12       0.000000000000e+00       1.955480112287e-09       6.331086025226e-11      -1.891296144196e-14 
    8       9.597369340913e-10       8.237495717323e-16       7.608328323589e-13       0.000000000000e+00       1.633258139440e-09       5.531266810369e-11       1.028705124870e-13 
    9       9.205709083374e-10       6.653226025822e-16       4.883204190409e-13       0.000000000000e+00       1.388560827118e-09       4.845085945310e-11       1.360651921132e-13 
   10       8.844809198146e-10       5.711446266145e-16       2.881826174494e-13       0.000000000000e+00       1.197332396140e-09       4.261763465123e-11       1.122673405368e-13 
   11       8.513070087296e-10       4.803601258669e-16       1.552629471750e-13       0.000000000000e+00       1.000304724294e-09       3.687646992247e-11       6.115377196886e-14 
   12       8.206553999175e-10       4.202089525685e-16       7.959166742633e-14       0.000000000000e+00       8.801947053350e-10       3.270995490615e-11       6.247055163864e-15 
   13       7.922951466123e-10       4.039607402095e-16       4.934916672793e-14       0.000000000000e+00       7.812476556431e-10       2.838450205295e-11      -3.739709155795e-14 
   14       7.661196929712e-10       4.080814934303e-16       5.275763771285e-14       0.000000000000e+00       6.982690065863e-10       2.581666336126e-11      -6.215637930684e-14 
   15       7.419150405258e-10       4.027505638410e-16       7.911497139703e-14       0.000000000000e+00       6.287236594792e-10       1.967830879048e-11      -6.918177934904e-14 
   16       7.194487313367e-10       3.805565438218e-16       1.193082246213e-13       0.000000000000e+00       5.685297856921e-10       1.905812618812e-11      -5.994434255313e-14 
   17       6.987063447137e-10       3.567840876722e-16       1.660444033084e-13       0.000000000000e+00       5.168122506169e-10       1.768118098747e-11      -4.264958296313e-14 
   18       6.794510419886e-10       3.520732327619e-16       2.136774730338e-13       0.000000000000e+00       4.717909138181e-10       1.594367368182e-11      -2.391616321221e-14 
   19       6.617914042267e-10       3.729351192238e-16       2.587356670275e-13       0.000000000000e+00       4.326923314022e-10       1.459159041862e-11      -7.674616671582e-15 
   20       6.453856236782e-10       4.192179072257e-16       2.982802380261e-13       0.000000000000e+00       3.981253813302e-10       1.322884972929e-11       2.665528919026e-15 
   21       6.302549006813e-10       4.854133688031e-16       3.308537329949e-13       0.000000000000e+00       3.675812938949e-10       1.187229350858e-11       6.847227953572e-15 
   22       6.162151644076e-10       5.636036984012e-16       3.558328178589e-13       0.000000000000e+00       3.403389861791e-10       1.065380193173e-11       6.172868731513e-15 
