# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.230709028362e-09       6.317730227304e-15       2.195554054349e-12       3.355461329751e-19       9.093510965927e-09       3.326247915419e-11      -2.276552546242e-12 
    3       1.197023575154e-09       8.063831000196e-15       2.394631669700e-12       6.711687920204e-19       5.671695031771e-09       8.557514935563e-11      -1.727446974744e-12 
    4       1.147827740505e-09       6.930778983512e-15       2.232962601626e-12       1.118784716590e-18       4.006872008214e-09       8.947737016580e-11      -1.132254097672e-12 
    5       1.096720439246e-09       4.568015132864e-15       1.894759367570e-12       1.678495902461e-18       3.031517869187e-09       8.190014378497e-11      -6.292884637075e-13 
    6       1.047772407994e-09       2.496211477494e-15       1.493323571541e-12       2.350429675379e-18       2.396640872042e-09       7.237725645232e-11      -2.572145495632e-13 
    7       1.002094809291e-09       1.305696757662e-15       1.101923378031e-12       3.134738408654e-18       1.955480112287e-09       6.331086025226e-11      -1.891296144196e-14 
    8       9.597386369125e-10       8.277814957349e-16       7.608313844736e-13       4.031599029295e-18       1.633258139440e-09       5.531266810369e-11       1.028705124870e-13 
    9       9.205732488552e-10       6.703644290054e-16       4.883181892103e-13       5.041212246044e-18       1.388560827118e-09       4.845085945310e-11       1.360651921132e-13 
   10       8.844840553723e-10       5.773095063205e-16       2.881793426665e-13       6.163801435083e-18       1.197332396140e-09       4.261763465123e-11       1.122673405368e-13 
   11       8.513111161240e-10       4.877615180836e-16       1.552583213800e-13       7.399611126560e-18       1.000304724294e-09       3.687646992247e-11       6.115377196886e-14 
   12       8.206606739916e-10       4.289606517221e-16       7.958534248762e-14       8.748905047090e-18       8.801947053350e-10       3.270995490615e-11       6.247055163864e-15 
   13       7.923017982381e-10       4.141768964061e-16       4.934075434362e-14       1.021196368974e-17       7.812476556431e-10       2.838450205295e-11      -3.739709155795e-14 
   14       7.661279464960e-10       4.198766246189e-16       5.274671210078e-14       1.178908140291e-17       6.982690065863e-10       2.581666336126e-11      -6.215637930684e-14 
   15       7.419251307734e-10       4.162395578068e-16       7.910107261694e-14       1.348056301221e-17       6.287236594792e-10       1.967830879048e-11      -6.918177934904e-14 
   16       7.194609002712e-10       3.958546484048e-16       1.192908623518e-13       1.528672001357e-17       5.685297856921e-10       1.905812618812e-11      -5.994434255313e-14 
   17       6.987208378836e-10       3.740068879817e-16       1.660230608897e-13       1.720786640078e-17       5.168122506169e-10       1.768118098747e-11      -4.264958296313e-14 
