# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.139701470149e-10       1.161332272658e-15       2.046577047656e-13       0.000000000000e+00       8.483145467800e-09       2.528245782619e-10      -9.876926941207e-13 
    3       1.125251586571e-10       1.577851457429e-15       2.238278726465e-13       0.000000000000e+00       5.203924691751e-09       1.862241492691e-10      -7.653992156718e-13 
    4       1.101552342595e-10       1.471244401106e-15       2.094696346846e-13       0.000000000000e+00       3.586473558615e-09       1.435774879239e-10      -5.240873397338e-13 
    5       1.083280167203e-10       1.073613067960e-15       1.822268041958e-13       0.000000000000e+00       2.656546666078e-09       1.146070887241e-10      -3.143089251672e-13 
    6       1.071911277681e-10       6.639803311162e-16       1.531434604280e-13       0.000000000000e+00       2.060359815224e-09       9.392093697744e-11      -1.515790795413e-13 
    7       1.066870421356e-10       3.934262496276e-16       1.283099367690e-13       0.000000000000e+00       1.650106673730e-09       7.856172986834e-11      -3.918782285774e-14 
    8       1.066550387814e-10       2.687568561913e-16       1.100788515065e-13       0.000000000000e+00       1.354262963039e-09       6.679952495366e-11       2.717423089346e-14 
    9       1.070153795463e-10       2.273771780259e-16       9.874559811412e-14       0.000000000000e+00       1.133622083339e-09       5.756991930674e-11       5.611199491668e-14 
   10       1.077087041234e-10       2.104927458220e-16       9.350910528411e-14       0.000000000000e+00       9.643550326440e-10       5.021297318597e-11       5.824301106699e-14 
   11       1.086258985578e-10       1.936224619446e-16       9.312683496940e-14       0.000000000000e+00       8.065832241800e-10       4.470072939116e-11       4.439458504754e-14 
   12       1.097265378057e-10       1.794287312590e-16       9.634049914568e-14       0.000000000000e+00       7.015680040424e-10       3.976511083993e-11       2.406826432512e-14 
   13       1.110146015009e-10       1.777837720420e-16       1.020351047697e-13       0.000000000000e+00       6.157206191682e-10       3.553803736468e-11       4.179779292025e-15 
   14       1.124259388101e-10       1.929699870535e-16       1.093006993226e-13       0.000000000000e+00       5.445733950353e-10       3.184561754686e-11      -1.091095147364e-14 
   15       1.139257550160e-10       2.228308778015e-16       1.175278405411e-13       0.000000000000e+00       4.849140978146e-10       2.874602026239e-11      -1.931228838775e-14 
   16       1.155764960865e-10       2.638715158452e-16       1.262970104607e-13       0.000000000000e+00       4.343727867070e-10       2.614189193143e-11      -2.137982637179e-14 
   17       1.172775708561e-10       3.151195106085e-16       1.353361560329e-13       0.000000000000e+00       3.911667284540e-10       2.390163639542e-11      -1.877820921568e-14 
