# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.139705745144e-10       1.161550379617e-15       2.046577018468e-13       2.181069197790e-19       8.483145467800e-09       2.528245782619e-10      -9.876926941207e-13 
    3       1.125260111181e-10       1.578287742294e-15       2.238278596264e-13       4.362844813626e-19       5.203924691751e-09       1.862241492691e-10      -7.653992156718e-13 
    4       1.101566494667e-10       1.471971699956e-15       2.094695972251e-13       7.272969606478e-19       3.586473558615e-09       1.435774879239e-10      -5.240873397338e-13 
    5       1.083301292905e-10       1.074704310731e-15       1.822267187236e-13       1.091236271430e-18       2.656546666078e-09       1.146070887241e-10      -3.143089251672e-13 
    6       1.071940685379e-10       6.655085643359e-16       1.531432920436e-13       1.528215384267e-18       2.060359815224e-09       9.392093697744e-11      -1.515790795413e-13 
    7       1.066909376575e-10       3.954646585332e-16       1.283096372878e-13       2.038367106585e-18       1.650106673730e-09       7.856172986834e-11      -3.918782285774e-14 
    8       1.066600109426e-10       2.713787860239e-16       1.100783576533e-13       2.621842677781e-18       1.354262963039e-09       6.679952495366e-11       2.717423089346e-14 
    9       1.070215453169e-10       2.306561542166e-16       9.874482988382e-14       3.278810208695e-18       1.133622083339e-09       5.756991930674e-11       5.611199491668e-14 
   10       1.077161754367e-10       2.145024927650e-16       9.350796448152e-14       4.009452997539e-18       9.643550326440e-10       5.021297318597e-11       5.824301106699e-14 
   11       1.086347823219e-10       1.984369200142e-16       9.312520393278e-14       4.813967756176e-18       8.065832241800e-10       4.470072939116e-11       4.439458504754e-14 
   12       1.097369360390e-10       1.851220717049e-16       9.633823965746e-14       5.692562781550e-18       7.015680040424e-10       3.976511083993e-11       2.406826432512e-14 
   13       1.110266115799e-10       1.844304093895e-16       1.020320571530e-13       6.645456107010e-18       6.157206191682e-10       3.553803736468e-11       4.179779292025e-15 
   14       1.124396538158e-10       2.006445886414e-16       1.092966817197e-13       7.672873667341e-18       5.445733950353e-10       3.184561754686e-11      -1.091095147364e-14 
   15       1.139412641587e-10       2.316083701143e-16       1.175226483663e-13       8.775047509468e-18       4.849140978146e-10       2.874602026239e-11      -1.931228838775e-14 
   16       1.155938851896e-10       2.738270873368e-16       1.262904160210e-13       9.952214078199e-18       4.343727867070e-10       2.614189193143e-11      -2.137982637179e-14 
   17       1.172969228744e-10       3.263286107738e-16       1.353279083054e-13       1.120461260301e-17       3.911667284540e-10       2.390163639542e-11      -1.877820921568e-14 
   18       1.190675301979e-10       3.907084304426e-16       1.445687528755e-13       1.253248357776e-17       3.537889274457e-10       2.189403519186e-11      -1.380563488700e-14 
   19       1.209353025692e-10       4.684196033074e-16       1.539915317333e-13       1.393606756270e-17       3.216141934252e-10       2.011505265153e-11      -8.297405316922e-15 
   20       1.228638127458e-10       5.604118079045e-16       1.635521311387e-13       1.541560363418e-17       2.933625431468e-10       1.856093042498e-11      -4.094824277163e-15 
   21       1.248530299527e-10       6.667894217960e-16       1.732165711238e-13       1.697132891747e-17       2.685664171710e-10       1.721743655337e-11      -1.855597234195e-15 
   22       1.268862848539e-10       7.872967441372e-16       1.829293674924e-13       1.860347696886e-17       2.466117009338e-10       1.603645215855e-11      -1.698167033752e-15 
   23       1.289728303572e-10       9.226733960259e-16       1.925817285220e-13       2.031227798886e-17       2.271816679644e-10       1.496084811560e-11      -3.211338106037e-15 
   24       1.311090406393e-10       1.073948380571e-15       2.020275928605e-13       2.209795716081e-17       2.098120750121e-10       1.392985551863e-11      -5.634681927837e-15 
   25       1.332935262034e-10       1.242011814773e-15       2.111331461893e-13       2.396073569308e-17       1.942873551623e-10       1.299206402794e-11      -8.125298365327e-15 
   26       1.355122698553e-10       1.427680702925e-15       2.197555672090e-13       2.590082886801e-17       1.803152726598e-10       1.220973602858e-11      -9.820947135262e-15 
   27       1.377704661402e-10       1.631742483213e-15       2.277633778600e-13       2.791844727577e-17       1.677206417242e-10       1.153174074381e-11      -1.054750744114e-14 
   28       1.400693167804e-10       1.855003342765e-15       2.350355516681e-13       3.001379536633e-17       1.562790151966e-10       1.087205456997e-11      -1.039521716058e-14 
   29       1.424148080855e-10       2.098518035071e-15       2.415259193306e-13       3.218707476366e-17       1.459270381618e-10       1.023020117370e-11      -9.574829537693e-15 
   30       1.448016275758e-10       2.363451728463e-15       2.472209406059e-13       3.443848032995e-17       1.365482846475e-10       9.631848700901e-12      -8.406615703879e-15 
   31       1.472142463430e-10       2.650941680649e-15       2.521140291249e-13       3.676819993720e-17       1.279450727615e-10       9.098305354781e-12      -7.260555003044e-15 
   32       1.496568217447e-10       2.961809521560e-15       2.561755871660e-13       3.917642037337e-17       1.200698446458e-10       8.626142018060e-12      -6.352029289542e-15 
   33       1.521319250075e-10       3.296733051384e-15       2.593724537155e-13       4.166332247305e-17       1.128642827133e-10       8.198849307217e-12      -5.875573754596e-15 
   34       1.546349290245e-10       3.656404251288e-15       2.616715721961e-13       4.422908044003e-17       1.062243115731e-10       7.797206418868e-12      -5.981266234528e-15 
   35       1.571659025762e-10       4.041843443534e-15       2.630251256803e-13       4.687386706572e-17       1.001137376267e-10       7.419727709241e-12      -6.502276455669e-15 
   36       1.597201189177e-10       4.454195018656e-15       2.633800145177e-13       4.959784943432e-17       9.448120487709e-11       7.068799480325e-12      -7.125684866344e-15 
   37       1.622891939002e-10       4.894564924266e-15       2.626813799749e-13       5.240118861338e-17       8.925071353063e-11       6.745061576816e-12      -7.537489601748e-15 
   38       1.648789817074e-10       5.363739181165e-15       2.608720011085e-13       5.528404499112e-17       8.440740066579e-11       6.447247638940e-12      -7.693406378193e-15 
   39       1.674964855149e-10       5.862368459106e-15       2.578923186342e-13       5.824657401962e-17       7.993475651893e-11       6.171971029532e-12      -7.635397683498e-15 
   40       1.701444303685e-10       6.391037401863e-15       2.536803037469e-13       6.128892433063e-17       7.578857887144e-11       5.913524195194e-12      -7.420537392504e-15 
   41       1.728225037197e-10       6.950300517902e-15       2.481805700725e-13       6.441123867021e-17       7.191208955445e-11       5.665739976668e-12      -7.116131878554e-15 
   42       1.755327596343e-10       7.540815247152e-15       2.413758172012e-13       6.761365792576e-17       6.829298722611e-11       5.428760838150e-12      -6.780597340122e-15 
   43       1.782751357950e-10       8.163244269935e-15       2.332652448521e-13       7.089631780981e-17       6.492091678464e-11       5.204153577713e-12      -6.478160925572e-15 
   44       1.810454954150e-10       8.818216744841e-15       2.238565092216e-13       7.425934741906e-17       6.177036952394e-11       4.993000268454e-12      -6.284924227462e-15 
   45       1.838379026820e-10       9.506335510284e-15       2.131552829254e-13       7.770286969379e-17       5.880960665115e-11       4.795818421824e-12      -6.267008496408e-15 
   46       1.866531532939e-10       1.022820579952e-14       2.011292329680e-13       8.122700359311e-17       5.603344257523e-11       4.612408312387e-12      -6.405653305913e-15 
   47       1.894921496112e-10       1.098441183096e-14       1.877339809566e-13       8.483186211305e-17       5.343821865215e-11       4.441876782238e-12      -6.650841043781e-15 
   48       1.923532474584e-10       1.177550705837e-14       1.729228201260e-13       8.851755139413e-17       5.101192661220e-11       4.282614796816e-12      -6.941239673450e-15 
   49       1.952320300450e-10       1.260201276879e-14       1.566465059712e-13       9.228417049469e-17       4.873359012669e-11       4.132246737680e-12      -7.203562215843e-15 
   50       1.981235369986e-10       1.346439274804e-14       1.388590899118e-13       9.613181213818e-17       4.657948864983e-11       3.988290913508e-12      -7.371473757315e-15 
   51       2.010301892575e-10       1.436297242296e-14       1.195377727905e-13       1.000605657203e-16       4.454525533959e-11       3.850470097369e-12      -7.449848718168e-15 
   52       2.039556245087e-10       1.529799534769e-14       9.866807847758e-14       1.040705147264e-16       4.262870836761e-11       3.718940508132e-12      -7.466848318412e-15 
   53       2.069023221641e-10       1.626964274947e-14       7.623835507269e-14       1.081617356518e-16       4.082324348240e-11       3.593618578118e-12      -7.456170225000e-15 
   54       2.098714928154e-10       1.727803100039e-14       5.223984991537e-14       1.123342978214e-16       3.911753756535e-11       3.474163714962e-12      -7.457327917253e-15 
