# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.048231297411e-10       4.681423316236e-16       1.391931156306e-13       0.000000000000e+00       8.671039145456e-09       1.091812302293e-10      -6.339739144184e-13 
    3       1.052729825800e-10       6.599442042400e-16       1.499312663789e-13       0.000000000000e+00       5.257467378549e-09       9.118727411053e-11      -4.976311189816e-13 
    4       1.047322200126e-10       6.466433578384e-16       1.407501042133e-13       0.000000000000e+00       3.590742537784e-09       7.464112033294e-11      -3.500321190017e-13 
    5       1.043282990350e-10       5.014174057287e-16       1.244111719413e-13       0.000000000000e+00       2.641062610357e-09       6.170711499809e-11      -2.195383901179e-13 
    6       1.042544888920e-10       3.330790238710e-16       1.076474154713e-13       0.000000000000e+00       2.037294101183e-09       5.177681726652e-11      -1.153597259952e-13 
    7       1.045252478310e-10       2.122308287176e-16       9.410350876705e-14       0.000000000000e+00       1.624173722122e-09       4.411502920640e-11      -4.022865392577e-14 
    8       1.051113804368e-10       1.528972614099e-16       8.503691872511e-14       0.000000000000e+00       1.326923632793e-09       3.812293559557e-11       7.452702156628e-15 
    9       1.059444760157e-10       1.347171479962e-16       8.044551355223e-14       0.000000000000e+00       1.105435351059e-09       3.331344791952e-11       3.184219109495e-14 
   10       1.069669857485e-10       1.320844664700e-16       7.972059242046e-14       0.000000000000e+00       9.359565332402e-10       2.937502239856e-11       3.847351371742e-14 
   11       1.081506212774e-10       1.309890152998e-16       8.205807540288e-14       0.000000000000e+00       7.795115852399e-10       2.669686693205e-11       3.328813857495e-14 
   12       1.095058467365e-10       1.304645735711e-16       8.668975780146e-14       0.000000000000e+00       6.756198020171e-10       2.390697843012e-11       2.196179724081e-14 
   13       1.109940671569e-10       1.356606888555e-16       9.292366873332e-14       0.000000000000e+00       5.909659293417e-10       2.161100005387e-11       9.009198795198e-15 
   14       1.125712962671e-10       1.509859222444e-16       1.002262717163e-13       0.000000000000e+00       5.210314800013e-10       1.964518726827e-11      -2.365023587359e-15 
   15       1.142394361754e-10       1.775205093880e-16       1.082527546633e-13       0.000000000000e+00       4.625643665741e-10       1.790696600529e-11      -1.036537696753e-14 
   16       1.160162660389e-10       2.141626336742e-16       1.167746291493e-13       0.000000000000e+00       4.131727153033e-10       1.637159014332e-11      -1.445178048220e-14 
   17       1.178688128274e-10       2.598409132672e-16       1.256059663366e-13       0.000000000000e+00       3.710638712787e-10       1.501790630765e-11      -1.506990731385e-14 
   18       1.197759178061e-10       3.147133216509e-16       1.346564671563e-13       0.000000000000e+00       3.347296427920e-10       1.383716439953e-11      -1.328265279571e-14 
   19       1.217633981629e-10       3.797481014988e-16       1.438846302173e-13       0.000000000000e+00       3.035357136018e-10       1.280613752406e-11      -1.019084769528e-14 
   20       1.238181715098e-10       4.559631132390e-16       1.532343452101e-13       0.000000000000e+00       2.762115365617e-10       1.187466662116e-11      -7.080414188313e-15 
