# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.048235195979e-10       4.683373765047e-16       1.391931133490e-13       1.950448504964e-19       8.671039145456e-09       1.091812302293e-10      -6.339739144184e-13 
    3       1.052737597769e-10       6.603343570494e-16       1.499312561944e-13       3.901525055420e-19       5.257467378549e-09       9.118727411053e-11      -4.976311189816e-13 
    4       1.047335098293e-10       6.472937523784e-16       1.407500748877e-13       6.503930364534e-19       3.590742537784e-09       7.464112033294e-11      -3.500321190017e-13 
    5       1.043302236180e-10       5.023932591598e-16       1.244111049593e-13       9.758482367787e-19       2.641062610357e-09       6.170711499809e-11      -2.195383901179e-13 
    6       1.042571666552e-10       3.344456569017e-16       1.076472833513e-13       1.366618711453e-18       2.037294101183e-09       5.177681726652e-11      -1.153597259952e-13 
    7       1.045287929686e-10       2.140536853095e-16       9.410327345070e-14       1.822822845896e-18       1.624173722122e-09       4.411502920640e-11      -4.022865392577e-14 
    8       1.051159025611e-10       1.552419278579e-16       8.503653005897e-14       2.344595626688e-18       1.326923632793e-09       3.812293559557e-11       7.452702156628e-15 
    9       1.059500799271e-10       1.376493712220e-16       8.044490787194e-14       2.932087342013e-18       1.105435351059e-09       3.331344791952e-11       3.184219109495e-14 
   10       1.069737713405e-10       1.356701713519e-16       7.971969124509e-14       3.585462192225e-18       9.359565332402e-10       2.937502239856e-11       3.847351371742e-14 
   11       1.081586835748e-10       1.352943208473e-16       8.205678424536e-14       4.304896842009e-18       7.795115852399e-10       2.669686693205e-11       3.328813857495e-14 
   12       1.095152760583e-10       1.355558077442e-16       8.668796509898e-14       5.090578945716e-18       6.756198020171e-10       2.390697843012e-11       2.196179724081e-14 
   13       1.110049493935e-10       1.416044018228e-16       9.292124489979e-14       5.942705676547e-18       5.909659293417e-10       2.161100005387e-11       9.009198795198e-15 
   14       1.125837132542e-10       1.578488978806e-16       1.002230683172e-13       6.861482288423e-18       5.210314800013e-10       1.964518726827e-11      -2.365023587359e-15 
   15       1.142534661461e-10       1.853697748194e-16       1.082486037125e-13       7.847120736603e-18       4.625643665741e-10       1.790696600529e-11      -1.036537696753e-14 
   16       1.160319841312e-10       2.230654666988e-16       1.167693425253e-13       8.899838379652e-18       4.131727153033e-10       1.637159014332e-11      -1.445178048220e-14 
   17       1.178862916239e-10       2.698648475043e-16       1.255993353174e-13       1.001985678124e-17       3.710638712787e-10       1.501790630765e-11      -1.506990731385e-14 
   18       1.197952278923e-10       3.259261494075e-16       1.346482620684e-13       1.120740059010e-17       3.347296427920e-10       1.383716439953e-11      -1.328265279571e-14 
   19       1.217846086107e-10       3.922178736481e-16       1.438746001987e-13       1.246269675658e-17       3.035357136018e-10       1.280613752406e-11      -1.019084769528e-14 
   20       1.238413504476e-10       4.697581376986e-16       1.532222180847e-13       1.378597329382e-17       2.762115365617e-10       1.187466662116e-11      -7.080414188313e-15 
   21       1.259687135755e-10       5.591224321379e-16       1.626340457152e-13       1.517745916679e-17       2.522862694944e-10       1.106266681068e-11      -4.581443090133e-15 
   22       1.281467803238e-10       6.606547578616e-16       1.720406053569e-13       1.663738298328e-17       2.311501967295e-10       1.038903194113e-11      -3.109903943269e-15 
   23       1.303836953789e-10       7.748537886864e-16       1.813846262545e-13       1.816597335109e-17       2.124861553954e-10       9.793065780033e-12      -2.865360205042e-15 
   24       1.326741460446e-10       9.022875236939e-16       1.905951434640e-13       1.976345753398e-17       1.958359627983e-10       9.191520848569e-12      -3.829361323522e-15 
   25       1.350090170558e-10       1.043890998017e-15       1.995597901422e-13       2.143006233716e-17       1.809850225899e-10       8.624214180823e-12      -5.400473877205e-15 
   26       1.373672890790e-10       1.200689026602e-15       2.081503117843e-13       2.316601256664e-17       1.676461357149e-10       8.156340198289e-12      -6.781132514498e-15 
   27       1.397647672553e-10       1.373443263925e-15       2.162963545770e-13       2.497153193669e-17       1.556461277132e-10       7.759270252665e-12      -7.770671539051e-15 
   28       1.422177602780e-10       1.562844682943e-15       2.239430687242e-13       2.684684186623e-17       1.447650734564e-10       7.374988896383e-12      -8.356664881206e-15 
   29       1.447317946637e-10       1.769750984588e-15       2.310294787682e-13       2.879216354277e-17       1.349389593774e-10       6.998772492577e-12      -8.532436306214e-15 
   30       1.472951449612e-10       1.995080431907e-15       2.374904820790e-13       3.080771521132e-17       1.260533843720e-10       6.641317680438e-12      -8.306322927827e-15 
   31       1.498855081001e-10       2.239747072243e-15       2.432641440551e-13       3.289371175354e-17       1.179162831790e-10       6.311698174717e-12      -7.726828041333e-15 
   32       1.525057123626e-10       2.504588220418e-15       2.483148034625e-13       3.505036789716e-17       1.104802226814e-10       6.012933042941e-12      -6.955314216803e-15 
   33       1.551587950518e-10       2.790406295175e-15       2.526190925918e-13       3.727789525915e-17       1.036879791720e-10       5.744289417626e-12      -6.227100898361e-15 
   34       1.578415676526e-10       3.097996545587e-15       2.561557300058e-13       3.957650158776e-17       9.743882609013e-11       5.502228559105e-12      -5.777749996698e-15 
   35       1.605587581925e-10       3.428187252880e-15       2.588892827262e-13       4.194639288461e-17       9.169710817717e-11       5.280787854988e-12      -5.637151398587e-15 
   36       1.633121883416e-10       3.781810737150e-15       2.607808687362e-13       4.438777120263e-17       8.641297134279e-11       5.070832553731e-12      -5.763274374644e-15 
   37       1.660988916262e-10       4.159691917549e-15       2.617899606936e-13       4.690083402860e-17       8.151323378445e-11       4.862956800254e-12      -6.093218609584e-15 
   38       1.689203594178e-10       4.562650132729e-15       2.618660050570e-13       4.948577568029e-17       7.698295705992e-11       4.658780507346e-12      -6.537604967386e-15 
   39       1.717751634521e-10       4.991495634073e-15       2.609537536865e-13       5.214278562203e-17       7.280578037787e-11       4.463203470311e-12      -6.981575441873e-15 
   40       1.746556891225e-10       5.447027396292e-15       2.589952045230e-13       5.487204754247e-17       6.893918096614e-11       4.281368515571e-12      -7.284158738959e-15 
   41       1.775520132164e-10       5.930016687303e-15       2.559368603315e-13       5.767373920514e-17       6.532881157234e-11       4.117424596870e-12      -7.320471289972e-15 
   42       1.804665420549e-10       6.441154575124e-15       2.517549093597e-13       6.054803297602e-17       6.196257494134e-11       3.970356372508e-12      -7.128816739386e-15 
   43       1.834030975955e-10       6.981085071219e-15       2.464378479801e-13       6.349509474378e-17       5.883033745396e-11       3.836779821038e-12      -6.808689784136e-15 
   44       1.863625287941e-10       7.550416404736e-15       2.399799714336e-13       6.651508325058e-17       5.590773982453e-11       3.711958930005e-12      -6.482391915799e-15 
   45       1.893439533067e-10       8.149736726561e-15       2.323751062396e-13       6.960815031006e-17       5.316459300200e-11       3.591087291618e-12      -6.266579015175e-15 
   46       1.923496551362e-10       8.779672444192e-15       2.235949116105e-13       7.277444251119e-17       5.059570965824e-11       3.473812677186e-12      -6.173553120062e-15 
   47       1.953811243347e-10       9.440843266916e-15       2.136045684351e-13       7.601409932215e-17       4.819737677009e-11       3.360904238475e-12      -6.182776165556e-15 
   48       1.984374180350e-10       1.013384431928e-14       2.023686704023e-13       7.932725213762e-17       4.595807360291e-11       3.252978827659e-12      -6.267775020527e-15 
   49       2.015149400744e-10       1.085924479631e-14       1.898511275439e-13       8.271402390258e-17       4.385789521735e-11       3.150485667524e-12      -6.395785649544e-15 
   50       2.046092490745e-10       1.161757702773e-14       1.760177417039e-13       8.617453072928e-17       4.187439208492e-11       3.053649688219e-12      -6.534031146869e-15 
   51       2.077215725424e-10       1.240930329114e-14       1.608449808773e-13       8.970888813816e-17       4.000329507622e-11       2.962318970406e-12      -6.671390353666e-15 
   52       2.108536800139e-10       1.323483766608e-14       1.443134198345e-13       9.331720586072e-17       3.824241953255e-11       2.876049393780e-12      -6.801995854057e-15 
   53       2.140058871798e-10       1.409455308423e-14       1.264053049424e-13       9.699958571872e-17       3.658547279030e-11       2.794125486199e-12      -6.919071547837e-15 
   54       2.171769309662e-10       1.498877953325e-14       1.071045834452e-13       1.007561213419e-16       3.502177962221e-11       2.715543148776e-12      -7.014888994611e-15 
   55       2.203650072616e-10       1.591782694577e-14       8.639548796561e-14       1.045869021133e-16       3.353944463466e-11       2.639308441462e-12      -7.082984953668e-15 
   56       2.235714721640e-10       1.688206463963e-14       6.425781114768e-14       1.084920268007e-16       3.213638841858e-11       2.565460434455e-12      -7.125559117746e-15 
   57       2.267978413961e-10       1.788185846625e-14       4.067050842109e-14       1.124715928169e-16       3.081157210418e-11       2.494272196693e-12      -7.147837668472e-15 
   58       2.300446303264e-10       1.891754703835e-14       1.561301351062e-14       1.165256921737e-16       2.956166301868e-11       2.425952145024e-12      -7.156016568973e-15 
   59       2.333112743476e-10       1.998944089559e-14      -1.093478857338e-14       1.206544113636e-16       2.838089403492e-11       2.360639083357e-12      -7.157306006538e-15 
   60       2.365960492546e-10       2.109782167020e-14      -3.899258854451e-14       1.248578312429e-16       2.726092292005e-11       2.298397241798e-12      -7.159974835295e-15 
   61       2.398969609783e-10       2.224292477667e-14      -6.857743423944e-14       1.291360328472e-16       2.619309707833e-11       2.239220690964e-12      -7.171378854284e-15 
   62       2.432148282910e-10       2.342488482808e-14      -9.969643178392e-14       1.334891166315e-16       2.517616000523e-11       2.183058965705e-12      -7.191427926271e-15 
   63       2.465507539054e-10       2.464377643149e-14      -1.323524465981e-13       1.379171873597e-16       2.421003291365e-11       2.129788415947e-12      -7.217724674498e-15 
   64       2.499051682801e-10       2.589962825254e-14      -1.665461610743e-13       1.424203486210e-16       2.329349892439e-11       2.079198768024e-12      -7.247432109622e-15 
   65       2.532777807538e-10       2.719242165830e-14      -2.022760303352e-13       1.469987029010e-16       2.242413873618e-11       2.030988461285e-12      -7.277254101013e-15 
   66       2.566675306809e-10       2.852208936008e-14      -2.395382379915e-13       1.516523516519e-16       2.159826629564e-11       1.984759984707e-12      -7.303415848043e-15 
   67       2.600725385657e-10       2.988851405637e-14      -2.783266519001e-13       1.563813953633e-16       2.081086446729e-11       1.940015213502e-12      -7.321644351384e-15 
   68       2.634909225858e-10       3.129153409793e-14      -3.186348323236e-13       1.611859375307e-16       2.005689685792e-11       1.896283643154e-12      -7.328250563357e-15 
   69       2.669235495132e-10       3.273096484983e-14      -3.604626278099e-13       1.660660973380e-16       1.933569575088e-11       1.853547688279e-12      -7.323674115003e-15 
   70       2.703717559795e-10       3.420657923980e-14      -4.038108424739e-13       1.710219996836e-16       1.864735180273e-11       1.811895578945e-12      -7.309625061926e-15 
   71       2.738365061543e-10       3.571809996251e-14      -4.486793099500e-13       1.760537716768e-16       1.799138794504e-11       1.771394846315e-12      -7.288054248315e-15 
   72       2.773183650122e-10       3.726519830202e-14      -4.950669016412e-13       1.811615428081e-16       1.736673025014e-11       1.732091058172e-12      -7.261161954174e-15 
   73       2.808174716007e-10       3.884749295425e-14      -5.429715349684e-13       1.863454451196e-16       1.677167879689e-11       1.694006554435e-12      -7.231406542549e-15 
   74       2.843335123076e-10       4.046454884947e-14      -5.923901816191e-13       1.916056133753e-16       1.620387853641e-11       1.657139182684e-12      -7.201513106756e-15 
   75       2.878656941285e-10       4.211587597470e-14      -6.433188757967e-13       1.969421852315e-16       1.566029015785e-11       1.621461033677e-12      -7.174482117610e-15 
   76       2.914131900261e-10       4.380095957430e-14      -6.957518306923e-13       2.023553024255e-16       1.513793024742e-11       1.586934101480e-12      -7.152789482167e-15 
   77       2.949766278601e-10       4.551935971260e-14      -7.496785836585e-13       2.078451142171e-16       1.463631199055e-11       1.553563355868e-12      -7.135799196346e-15 
   78       2.985568256650e-10       4.727062781199e-14      -8.050863430126e-13       2.134117748869e-16       1.415539868031e-11       1.521351095593e-12      -7.121892395245e-15 
   79       3.021543268693e-10       4.905427636003e-14      -8.619608237546e-13       2.190554429618e-16       1.369486076525e-11       1.490279979766e-12      -7.109226279842e-15 
   80       3.057693832436e-10       5.086977837533e-14      -9.202862375305e-13       2.247762814058e-16       1.325406249006e-11       1.460312110434e-12      -7.095726183464e-15 
   81       3.094019378489e-10       5.271656687349e-14      -9.800452825940e-13       2.305744578114e-16       1.283204853640e-11       1.431388115150e-12      -7.079077638252e-15 
   82       3.130516079846e-10       5.459403433295e-14      -1.041219133769e-12       2.364501445909e-16       1.242753066353e-11       1.403426229549e-12      -7.056718441626e-15 
   83       3.167176681371e-10       5.650153216088e-14      -1.103787432413e-12       2.424035191672e-16       1.203887434914e-11       1.376321379918e-12      -7.025830722753e-15 
   84       3.203994032439e-10       5.843836390566e-14      -1.167728934540e-12       2.484347677693e-16       1.166448800581e-11       1.349970898975e-12      -6.984090414364e-15 
   85       3.240972731292e-10       6.040376477112e-14      -1.233023600628e-12       2.545440971209e-16       1.130409403033e-11       1.324358581023e-12      -6.932075802959e-15 
   86       3.278119107407e-10       6.239691771112e-14      -1.299650835468e-12       2.607317250494e-16       1.095764495361e-11       1.299482944095e-12      -6.871245575943e-15 
   87       3.315437583287e-10       6.441695875130e-14      -1.367588861810e-12       2.669978773015e-16       1.062493310357e-11       1.275331372804e-12      -6.803221642697e-15 
   88       3.352930566174e-10       6.646297634985e-14      -1.436814721389e-12       2.733427877956e-16       1.030558401185e-11       1.251879648535e-12      -6.729793930539e-15 
   89       3.390598339773e-10       6.853401075832e-14      -1.507304275951e-12       2.797666988736e-16       9.999049820518e-12       1.229091479640e-12      -6.652925180699e-15 
   90       3.428438955969e-10       7.062905338242e-14      -1.579032208271e-12       2.862698615520e-16       9.704602688805e-12       1.206918031624e-12      -6.574755744280e-15 
   91       3.466448126549e-10       7.274704614280e-14      -1.651972023184e-12       2.928525357744e-16       9.421328199790e-12       1.185297457333e-12      -6.497608378233e-15 
   92       3.504619114921e-10       7.488688083583e-14      -1.726096048605e-12       2.995149906631e-16       9.148118767127e-12       1.164154427151e-12      -6.423993041319e-15 
   93       3.542945676167e-10       7.704742771156e-14      -1.801375471069e-12       3.062575100853e-16       8.883931810166e-12       1.143421157151e-12      -6.356127467300e-15 
   94       3.581431618216e-10       7.922762751241e-14      -1.877780446247e-12       3.130804097652e-16       8.628623017439e-12       1.123105131749e-12      -6.294405985409e-15 
   95       3.620082485161e-10       8.142641215969e-14      -1.955280007019e-12       3.199840232232e-16       8.382226798867e-12       1.103230745310e-12      -6.238708206083e-15 
   96       3.658902571516e-10       8.364267653490e-14      -2.033842031921e-12       3.269686970106e-16       8.144699764662e-12       1.083818539353e-12      -6.188860898424e-15 
   97       3.697894855769e-10       8.587527824158e-14      -2.113433246644e-12       3.340347910347e-16       7.915917766477e-12       1.064885027846e-12      -6.144636139318e-15 
   98       3.737060933953e-10       8.812303736718e-14      -2.194019225527e-12       3.411826788829e-16       7.695672938550e-12       1.046442522493e-12      -6.105749462558e-15 
   99       3.776400953209e-10       9.038473624492e-14      -2.275564393059e-12       3.484127481480e-16       7.483670738846e-12       1.028498958023e-12      -6.071858007964e-15 
  100       3.815913545345e-10       9.265911921559e-14      -2.358032025373e-12       3.557254007527e-16       7.279526990210e-12       1.011057717481e-12      -6.042558670507e-15 
  101       3.855595760406e-10       9.494489238947e-14      -2.441384251750e-12       3.631210532741e-16       7.082764921506e-12       9.941174575158e-13      -6.017386249428e-15 
  102       3.895443000233e-10       9.724072340815e-14      -2.525582056108e-12       3.706001372689e-16       6.892812208764e-12       9.776719336695e-13      -5.995811597360e-15 
  103       3.935448952031e-10       9.954524120636e-14      -2.610585278509e-12       3.781630995977e-16       6.708998016330e-12       9.617098256675e-13      -5.977239769449e-15 
  104       3.975607811114e-10       1.018570615861e-13      -2.696353073429e-12       3.858103981859e-16       6.530702719765e-12       9.462169845869e-13      -5.961045800385e-15 
  105       4.015921434225e-10       1.041748683861e-13      -2.782845351877e-12       3.935424879544e-16       6.357836481783e-12       9.311838963813e-13      -5.946691526151e-15 
  106       4.056393033169e-10       1.064973428842e-13      -2.870021537787e-12       4.013598335847e-16       6.190420109754e-12       9.165989055523e-13      -5.933621166088e-15 
  107       4.097024931135e-10       1.088231390093e-13      -2.957840135072e-12       4.092629141849e-16       6.028436881399e-12       9.024457369919e-13      -5.921223684151e-15 
  108       4.137818521414e-10       1.111508833868e-13      -3.046258734143e-12       4.172522235635e-16       5.871831263759e-12       8.887033478861e-13      -5.908831351528e-15 
  109       4.178774226119e-10       1.134791753842e-13      -3.135234018425e-12       4.253282705049e-16       5.720507632155e-12       8.753457796178e-13      -5.895718309255e-15 
  110       4.219891454906e-10       1.158065871562e-13      -3.224721770875e-12       4.334915790431e-16       5.574328989165e-12       8.623420096706e-13      -5.881099130826e-15 
  111       4.261168563693e-10       1.181316636909e-13      -3.314676880501e-12       4.417426887368e-16       5.433115683580e-12       8.496558035321e-13      -5.864127384814e-15 
  112       4.302602813378e-10       1.204529228548e-13      -3.405053348874e-12       4.500821549438e-16       5.296644129383e-12       8.372455665970e-13      -5.843894197481e-15 
  113       4.344190328560e-10       1.227688554382e-13      -3.495804296652e-12       4.585105490956e-16       5.164645524705e-12       8.250641960708e-13      -5.819426815396e-15 
  114       4.385926056261e-10       1.250779252013e-13      -3.586881970094e-12       4.670284589719e-16       5.036804570801e-12       8.130589328732e-13      -5.789687168048e-15 
  115       4.427803724641e-10       1.273785689191e-13      -3.678237747575e-12       4.756364889754e-16       4.912758191012e-12       8.011712135410e-13      -5.753570430463e-15 
  116       4.469817561369e-10       1.296692304409e-13      -3.769822582088e-12       4.843352561105e-16       4.792173913790e-12       7.893513029605e-13      -5.710220995875e-15 
  117       4.511967774004e-10       1.319484674684e-13      -3.861588375820e-12       4.931253767797e-16       4.674998571988e-12       7.776045274904e-13      -5.660027049206e-15 
  118       4.554255661507e-10       1.342148579058e-13      -3.953486785715e-12       5.020074788904e-16       4.561237575871e-12       7.659504109762e-13      -5.603744778641e-15 
