# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.486434268533e-10       6.189810363714e-14       1.361297726158e-12       0.000000000000e+00       9.616816445592e-09       5.451431897348e-10      -7.296886972856e-12 
    3       1.361462614898e-10       7.792332629428e-14       1.536667534718e-12       0.000000000000e+00       6.182310284306e-09       4.002541629240e-10      -5.585922632179e-12 
    4       1.248256821213e-10       6.656989327141e-14       1.433148006566e-12       0.000000000000e+00       4.421087296710e-09       3.106958295879e-10      -3.763056085325e-12 
    5       1.164709940658e-10       4.353357741709e-14       1.182813484917e-12       0.000000000000e+00       3.373988641373e-09       2.501817160739e-10      -2.237971432574e-12 
    6       1.107120917124e-10       2.293191235540e-14       8.773003785314e-13       0.000000000000e+00       2.688362922747e-09       2.068547145088e-10      -1.118428600758e-12 
    7       1.069876786899e-10       1.042951471237e-14       5.887617101519e-13       0.000000000000e+00       2.209329121092e-09       1.745906249082e-10      -4.034690230833e-13 
    8       1.047005708359e-10       4.946578624083e-15       3.614836387383e-13       0.000000000000e+00       1.857268599658e-09       1.499206599030e-10      -3.198781549876e-14 
    9       1.034970569260e-10       3.276357574077e-15       2.127812905772e-13       0.000000000000e+00       1.588949362214e-09       1.307046008540e-10       8.621207969241e-14 
   10       1.030677759201e-10       3.050110220749e-15       1.378573666016e-13       0.000000000000e+00       1.378867647880e-09       1.154356302842e-10       4.818613504412e-14 
   11       1.030896698335e-10       3.265551542010e-15       1.184717253872e-13       0.000000000000e+00       1.135678671647e-09       1.018345861166e-10      -5.742375772354e-14 
   12       1.035026083447e-10       3.607487146309e-15       1.314722564225e-13       0.000000000000e+00       1.003213039909e-09       9.145196744672e-11      -1.687546984523e-13 
   13       1.042226907100e-10       3.856217708867e-15       1.556958427273e-13       0.000000000000e+00       8.935739622938e-10       8.258422417474e-11      -2.460334762485e-13 
   14       1.051748858496e-10       3.801176389118e-15       1.763088533956e-13       0.000000000000e+00       8.016155870302e-10       7.502690952454e-11      -2.747916570180e-13 
   15       1.063543864881e-10       3.391069150084e-15       1.858582950525e-13       0.000000000000e+00       7.236121184086e-10       6.848826702061e-11      -2.597588977700e-13 
   16       1.076977274292e-10       2.780674933087e-15       1.836111000636e-13       0.000000000000e+00       6.567878391990e-10       6.272896603149e-11      -2.167973300052e-13 
   17       1.092157263474e-10       2.209484792646e-15       1.738367905737e-13       0.000000000000e+00       5.990350138028e-10       5.759943533453e-11      -1.649708511669e-13 
   18       1.108353963902e-10       1.857103904517e-15       1.631783707473e-13       0.000000000000e+00       5.485316262502e-10       5.310102820866e-11      -1.205862175450e-13 
   19       1.125510333259e-10       1.760248753301e-15       1.567237135416e-13       0.000000000000e+00       5.046185851802e-10       4.918473515706e-11      -9.129549361411e-14 
   20       1.143367271506e-10       1.890295649751e-15       1.588359695950e-13       0.000000000000e+00       4.656683722683e-10       4.567026689756e-11      -8.087320974075e-14 
   21       1.161874426474e-10       2.177898905238e-15       1.695916730382e-13       0.000000000000e+00       4.311377714821e-10       4.253626297725e-11      -8.559101845076e-14 
   22       1.180802695056e-10       2.522491857323e-15       1.867453651540e-13       0.000000000000e+00       4.002738126399e-10       3.975791914494e-11      -9.759873551733e-14 
   23       1.200353869003e-10       2.847987622949e-15       2.066927577216e-13       0.000000000000e+00       3.726996876052e-10       3.728316904761e-11      -1.101993893678e-13 
   24       1.220654909711e-10       3.086452783795e-15       2.249619894806e-13       0.000000000000e+00       3.478214689061e-10       3.501831489865e-11      -1.168601096426e-13 
   25       1.241659299018e-10       3.225032762565e-15       2.388225053168e-13       0.000000000000e+00       3.253810556481e-10       3.292280061146e-11      -1.156425941767e-13 
   26       1.263145701950e-10       3.280264946285e-15       2.464178269283e-13       0.000000000000e+00       3.050067521290e-10       3.096019147816e-11      -1.067626063801e-13 
