# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.486446801714e-10       6.189833618489e-14       1.361297714031e-12       2.325480195394e-19       9.616816445592e-09       5.451431897348e-10      -7.296886972856e-12 
    3       1.361487653590e-10       7.792379241571e-14       1.536667480767e-12       4.661240655282e-19       6.182310284306e-09       4.002541629240e-10      -5.585922632179e-12 
    4       1.248298491315e-10       6.657067237169e-14       1.433147851896e-12       7.791132976875e-19       4.421087296710e-09       3.106958295879e-10      -3.763056085325e-12 
    5       1.164772332391e-10       4.353475013598e-14       1.182813133566e-12       1.172763949406e-18       3.373988641373e-09       2.501817160739e-10      -2.237971432574e-12 
    6       1.107208077134e-10       2.293356076611e-14       8.772996900050e-13       1.648535181520e-18       2.688362922747e-09       2.068547145088e-10      -1.118428600758e-12 
    7       1.069992710999e-10       1.043172245416e-14       5.887604930531e-13       2.208035876117e-18       2.209329121092e-09       1.745906249082e-10      -4.034690230833e-13 
    8       1.047154335010e-10       4.949430962162e-15       3.614816456045e-13       2.852957068770e-18       1.857268599658e-09       1.499206599030e-10      -3.198781549876e-14 
    9       1.035155773857e-10       3.279941383225e-15       2.127782140040e-13       3.585000816935e-18       1.588949362214e-09       1.307046008540e-10       8.621207969241e-14 
   10       1.030903349212e-10       3.054513892595e-15       1.378528366757e-13       4.405808451516e-18       1.378867647880e-09       1.154356302842e-10       4.818613504412e-14 
   11       1.031166409338e-10       3.270864819063e-15       1.184653084042e-13       5.316891186365e-18       1.135678671647e-09       1.018345861166e-10      -5.742375772354e-14 
   12       1.035343576057e-10       3.613800889049e-15       1.314634548168e-13       6.319565965347e-18       1.003213039909e-09       9.145196744672e-11      -1.687546984523e-13 
   13       1.042595764792e-10       3.863623605064e-15       1.556840960979e-13       7.414899212330e-18       8.935739622938e-10       8.258422417474e-11      -2.460334762485e-13 
   14       1.052172586273e-10       3.809766617062e-15       1.762935404740e-13       8.603660824730e-18       8.016155870302e-10       7.502690952454e-11      -2.747916570180e-13 
   15       1.064025888753e-10       3.400936009332e-15       1.858387364296e-13       9.886290329086e-18       7.236121184086e-10       6.848826702061e-11      -2.597588977700e-13 
   16       1.077520941483e-10       2.791910457746e-15       1.835865614699e-13       1.126287661486e-17       6.567878391990e-10       6.272896603149e-11      -2.167973300052e-13 
   17       1.092765843281e-10       2.222180362879e-15       1.738064864959e-13       1.273315210067e-17       5.990350138028e-10       5.759943533453e-11      -1.649708511669e-13 
   18       1.109030649144e-10       1.871349864089e-15       1.631414682702e-13       1.429649443040e-17       5.485316262502e-10       5.310102820866e-11      -1.205862175450e-13 
   19       1.126258242002e-10       1.776134095571e-15       1.566793355689e-13       1.595198544935e-17       5.046185851802e-10       4.918473515706e-11      -9.129549361411e-14 
   20       1.144189449512e-10       1.907907660292e-15       1.587831989431e-13       1.769836965529e-17       4.656683722683e-10       4.567026689756e-11      -8.087320974075e-14 
   21       1.162773849316e-10       2.197322972257e-15       1.695295545560e-13       1.953420688107e-17       4.311377714821e-10       4.253626297725e-11      -8.559101845076e-14 
   22       1.181782271009e-10       2.543811228329e-15       1.866729088634e-13       2.145782149697e-17       4.002738126399e-10       3.975791914494e-11      -9.759873551733e-14 
   23       1.201416441188e-10       2.871283349248e-15       2.066089396892e-13       2.346748031717e-17       3.726996876052e-10       3.728316904761e-11      -1.101993893678e-13 
   24       1.221803259015e-10       3.111803611042e-15       2.248657537274e-13       2.556134173015e-17       3.478214689061e-10       3.501831489865e-11      -1.168601096426e-13 
   25       1.242896145749e-10       3.252515225505e-15       2.387127632513e-13       2.773765945786e-17       3.253810556481e-10       3.292280061146e-11      -1.156425941767e-13 
   26       1.264473708445e-10       3.309953400145e-15       2.462934579487e-13       2.999471980451e-17       3.050067521290e-10       3.096019147816e-11      -1.067626063801e-13 
   27       1.286602361380e-10       3.341193732864e-15       2.483772733677e-13       3.233101882998e-17       2.864806758911e-10       2.914683214696e-11      -9.328902911869e-14 
   28       1.309330167997e-10       3.417072054370e-15       2.468586301784e-13       3.474522337949e-17       2.695094959231e-10       2.750117066889e-11      -7.942004729077e-14 
   29       1.332662800685e-10       3.564252167713e-15       2.434822749211e-13       3.723636642991e-17       2.540236510191e-10       2.601672484492e-11      -6.743043400656e-14 
   30       1.356456598751e-10       3.796805037699e-15       2.403423389301e-13       3.980374819089e-17       2.398736689358e-10       2.466186997133e-11      -5.928465707557e-14 
   31       1.380476143763e-10       4.123283357031e-15       2.394774539849e-13       4.244693692088e-17       2.267910832408e-10       2.339357076827e-11      -5.659261599063e-14 
   32       1.404779532881e-10       4.525534086254e-15       2.406689012914e-13       4.516588204946e-17       2.147205803388e-10       2.220900213727e-11      -5.807152076147e-14 
   33       1.429454701240e-10       4.970914842561e-15       2.427934259839e-13       4.796089967903e-17       2.035880916912e-10       2.111103128456e-11      -6.105979867916e-14 
   34       1.454525631300e-10       5.425014679900e-15       2.444788135222e-13       5.083263865366e-17       1.932510191823e-10       2.009518703223e-11      -6.276685117112e-14 
   35       1.480009655547e-10       5.879448234343e-15       2.445082995751e-13       5.378194578957e-17       1.836649510926e-10       1.915405881192e-11      -6.254750542807e-14 
   36       1.505864335450e-10       6.333523346315e-15       2.415228067982e-13       5.681000539627e-17       1.747613051020e-10       1.827299196678e-11      -6.040354510102e-14 
   37       1.532014606026e-10       6.789232974634e-15       2.343195811821e-13       5.991825027614e-17       1.664337842481e-10       1.743447535257e-11      -5.648872119794e-14 
   38       1.558528183950e-10       7.259034112783e-15       2.233028071300e-13       6.310783355158e-17       1.586665337962e-10       1.663996958989e-11      -5.144956087244e-14 
   39       1.585487908917e-10       7.760926958225e-15       2.095222540896e-13       6.638001759181e-17       1.514400290290e-10       1.589451127833e-11      -4.621435175923e-14 
   40       1.612939029596e-10       8.316674569236e-15       1.943083726113e-13       6.973633615265e-17       1.446919273812e-10       1.520052224655e-11      -4.191858554866e-14 
   41       1.640888780996e-10       8.946255632257e-15       1.789469126043e-13       7.317835746010e-17       1.383400850954e-10       1.455757993584e-11      -3.958242484642e-14 
   42       1.669315792314e-10       9.648487817472e-15       1.635315138243e-13       7.670684193077e-17       1.323697048400e-10       1.396229202340e-11      -3.898576393341e-14 
   43       1.698156150976e-10       1.041449094747e-14       1.477683127382e-13       8.032233740940e-17       1.267681956647e-10       1.340792351441e-11      -3.944871159083e-14 
   44       1.727295428026e-10       1.123276381707e-14       1.312820602459e-13       8.402540730560e-17       1.214989228689e-10       1.288408704648e-11      -4.012548363741e-14 
   45       1.756616956544e-10       1.209184584029e-14       1.136741054521e-13       8.781639943492e-17       1.165151762479e-10       1.237985271658e-11      -4.021308243100e-14 
   46       1.786173840817e-10       1.298963619248e-14       9.472977292451e-14       9.169467341728e-17       1.118116203677e-10       1.189481972043e-11      -3.967562136649e-14 
   47       1.816061179817e-10       1.392658258982e-14       7.426377632395e-14       9.565913993007e-17       1.073849300955e-10       1.143089741510e-11      -3.871929949984e-14 
   48       1.846366853109e-10       1.490309722330e-14       5.206048893186e-14       9.970845617402e-17       1.032182252202e-10       1.098914170794e-11      -3.759478324940e-14 
   49       1.877170317123e-10       1.591955595366e-14       2.787218228282e-14       1.038410112470e-16       9.928004896130e-11       1.056968081164e-11      -3.659967019980e-14 
   50       1.908530251749e-10       1.697655866192e-14       1.484992984821e-15       1.080548754791e-16       9.553432396472e-11       1.017197994884e-11      -3.601423996151e-14 
   51       1.940446339673e-10       1.807579548044e-14      -2.705798106397e-14       1.123476661592e-16       9.197577606944e-11       9.795892419330e-12      -3.588243099963e-14 
   52       1.972885031761e-10       1.921941429904e-14      -5.762226457789e-14       1.167166200788e-16       8.860236021184e-11       9.440765496269e-12      -3.617567127724e-14 
   53       2.005788102588e-10       2.040979137214e-14      -9.004304833614e-14       1.211586104502e-16       8.540463040453e-11       9.105069500746e-12      -3.685373550705e-14 
   54       2.039070922020e-10       2.164954280340e-14      -1.241237633416e-13       1.256701305844e-16       8.236523483280e-11       8.786339507428e-12      -3.786406952263e-14 
   55       2.072649590849e-10       2.294083588547e-14      -1.596925103044e-13       1.302475833872e-16       7.946452416880e-11       8.481887681061e-12      -3.913426033540e-14 
   56       2.106534201318e-10       2.428309647104e-14      -1.967910304144e-13       1.348882714591e-16       7.670016471183e-11       8.191281058204e-12      -4.054880358061e-14 
   57       2.140755717061e-10       2.567475217982e-14      -2.355301814924e-13       1.395896243683e-16       7.407151319497e-11       7.914377192520e-12      -4.196538118939e-14 
   58       2.175338548182e-10       2.711386719415e-14      -2.760370058832e-13       1.443489100697e-16       7.157366952989e-11       7.650579798783e-12      -4.322028787996e-14 
   59       2.210299947419e-10       2.859812646530e-14      -3.184555587178e-13       1.491632304983e-16       6.919721008062e-11       7.398810483100e-12      -4.412748847771e-14 
   60       2.245649406299e-10       3.012481991974e-14      -3.629477361760e-13       1.540295171617e-16       6.692792093733e-11       7.157480473124e-12      -4.447767523522e-14 
   61       2.281393330132e-10       3.169143500277e-14      -4.096716896487e-13       1.589449691834e-16       6.475093236567e-11       6.924985728205e-12      -4.409106358382e-14 
   62       2.317551655293e-10       3.329762546050e-14      -4.587095325932e-13       1.639084922994e-16       6.266481001388e-11       6.701386089359e-12      -4.299176007451e-14 
   63       2.354143907313e-10       3.494365845705e-14      -5.101248026234e-13       1.689195765091e-16       6.067016771233e-11       6.487054582582e-12      -4.127103851034e-14 
