# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       3.663391944777e-10       2.820248861298e-13       2.020405257262e-12       0.000000000000e+00       6.633887580531e-09       1.118273597008e-09      -1.488068880376e-11 
    3       3.048438009643e-10       2.721839750016e-13       2.656921343995e-12       0.000000000000e+00       4.265877409189e-09       7.922233458345e-10      -1.000818258830e-11 
    4       2.605629169698e-10       1.698959161000e-13       2.370990874844e-12       0.000000000000e+00       3.070597090888e-09       6.002291504746e-10      -5.557233238329e-12 
    5       2.301009709086e-10       8.035530813452e-14       1.649763841252e-12       0.000000000000e+00       2.357071348971e-09       4.753017345483e-10      -2.583615210230e-12 
    6       2.091537374890e-10       3.453323928140e-14       9.211488190075e-13       0.000000000000e+00       1.885671185606e-09       3.888851482166e-10      -1.036916803657e-12 
    7       1.943037895551e-10       2.078125602127e-14       4.331698228273e-13       0.000000000000e+00       1.553515428680e-09       3.265241270705e-10      -5.163329725658e-13 
    8       1.832588947635e-10       2.134488602256e-14       2.333366544200e-13       0.000000000000e+00       1.308377984621e-09       2.798028236919e-10      -5.526387835163e-13 
    9       1.746465967885e-10       2.547796144211e-14       2.410907711486e-13       0.000000000000e+00       1.121195940127e-09       2.434842334214e-10      -7.625940673178e-13 
   10       1.677399094274e-10       2.812743966356e-14       3.338351420755e-13       0.000000000000e+00       9.743684573544e-10       2.142656150067e-10      -9.159324410893e-13 
   11       1.621897932327e-10       2.750715702577e-14       4.113763866503e-13       0.000000000000e+00       8.436993846505e-10       1.900146815107e-10      -9.267986020428e-13 
   12       1.578132286592e-10       2.425624114914e-14       4.266662976004e-13       0.000000000000e+00       7.482684025894e-10       1.696374779943e-10      -8.348645171043e-13 
   13       1.545179229959e-10       2.034940082661e-14       3.846304583145e-13       0.000000000000e+00       6.688822991261e-10       1.524166740700e-10      -7.013163993049e-13 
   14       1.519916256764e-10       1.757227580569e-14       3.211924777762e-13       0.000000000000e+00       6.019943922823e-10       1.378054144800e-10      -5.880293368911e-13 
   15       1.500028861808e-10       1.662498496426e-14       2.756958313872e-13       0.000000000000e+00       5.450118558310e-10       1.253480779932e-10      -5.237390662657e-13 
   16       1.484433862877e-10       1.714612947953e-14       2.709364467333e-13       0.000000000000e+00       4.959977763434e-10       1.146249944212e-10      -5.029997324332e-13 
   17       1.471489804674e-10       1.820218855096e-14       3.043081895330e-13       0.000000000000e+00       4.534781487695e-10       1.052563165568e-10      -5.014911273754e-13 
   18       1.460681275118e-10       1.879792066473e-14       3.554263328672e-13       0.000000000000e+00       4.161815310683e-10       9.692585674136e-11      -4.934987442517e-13 
