# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.150076809367e-10       3.608343191111e-14       8.723885151538e-13       2.010189783973e-19       7.393756908090e-09       7.852944952929e-10      -5.297733035922e-12 
    3       1.869995730360e-10       4.088415656801e-14       1.050207960140e-12       4.023260072798e-19       4.706998759269e-09       5.536709937932e-10      -3.784968687819e-12 
    4       1.651767128888e-10       3.037764966245e-14       9.785536973711e-13       6.711726480875e-19       3.336565029010e-09       4.183250272774e-10      -2.248607142099e-12 
    5       1.495622160977e-10       1.701371347847e-14       7.883512542692e-13       1.007913284315e-18       2.526843772007e-09       3.302527215173e-10      -1.065533668910e-12 
    6       1.386862194510e-10       7.894082209873e-15       5.684949169092e-13       1.412966297693e-18       1.999408221522e-09       2.689250220104e-10      -3.036807607530e-13 
    7       1.311860104591e-10       3.675447675437e-15       3.774797384810e-13       1.886799068277e-18       1.632017801499e-09       2.242504592934e-10       8.353774692731e-14 
    8       1.259900294332e-10       2.243532442784e-15       2.424132772368e-13       2.429911300921e-18       1.362845599585e-09       1.905704078138e-10       1.956777144207e-13 
    9       1.224314672450e-10       1.810298162954e-15       1.660906498828e-13       3.042817313246e-18       1.158356322541e-09       1.644779168947e-10       1.458266482107e-13 
   10       1.200277084466e-10       1.657202488476e-15       1.361213230433e-13       3.726027957503e-18       9.987125304563e-10       1.437784100861e-10       3.339485325349e-14 
   11       1.184858444138e-10       1.608585577818e-15       1.342977041435e-13       4.480032859585e-18       8.519628507454e-10       1.270749641992e-10      -6.992701883016e-14 
   12       1.175489216064e-10       1.557453962926e-15       1.437303285104e-13       5.305283642403e-18       7.503162897582e-10       1.129574556790e-10      -1.326721797820e-13 
   13       1.170969748264e-10       1.411886011718e-15       1.528739428611e-13       6.202178758646e-18       6.662773031201e-10       1.010358298157e-10      -1.467990967440e-13 
   14       1.170713969078e-10       1.181232374494e-15       1.565799417637e-13       7.171050491251e-18       5.958811428388e-10       9.092828515020e-11      -1.250975523410e-13 
   15       1.173798010174e-10       9.598845614555e-16       1.550679501287e-13       8.212154591396e-18       5.362419708635e-10       8.219899487650e-11      -8.829510080650e-14 
   16       1.179370201735e-10       8.358438143713e-16       1.518134447161e-13       9.325662917066e-18       4.852209017058e-10       7.475209636591e-11      -5.477839009538e-14 
   17       1.186964763064e-10       8.381639322220e-16       1.510722595800e-13       1.051165931442e-17       4.411887223928e-10       6.820645672733e-11      -3.584068846183e-14 
   18       1.196306200409e-10       9.474804381608e-16       1.558635773923e-13       1.177013728641e-17       4.027539514941e-10       6.247949647535e-11      -3.319494818774e-14 
   19       1.207352870510e-10       1.130900937084e-15       1.663228541042e-13       1.310101040154e-17       3.693659704007e-10       5.751662014754e-11      -4.200174300126e-14 
   20       1.219468629130e-10       1.343662801940e-15       1.809925465483e-13       1.450410086908e-17       3.398045813853e-10       5.309947281975e-11      -5.418667087203e-14 
   21       1.232625076710e-10       1.553450713880e-15       1.971232040056e-13       1.597917133966e-17       3.136468605656e-10       4.915930306069e-11      -6.382842430808e-14 
   22       1.246663594783e-10       1.733908448537e-15       2.112731664889e-13       1.752591142419e-17       2.903038615614e-10       4.561281841351e-11      -6.592535760294e-14 
   23       1.261717378300e-10       1.891433585328e-15       2.219175434510e-13       1.914397657292e-17       2.694828837265e-10       4.241758191466e-11      -6.091523372968e-14 
   24       1.277748368973e-10       2.047385350298e-15       2.284046853161e-13       2.083297451925e-17       2.507312977052e-10       3.951090292560e-11      -5.166991384623e-14 
   25       1.294637859169e-10       2.225768338545e-15       2.315773708910e-13       2.259251196504e-17       2.338481461598e-10       3.688899602260e-11      -4.158741860465e-14 
   26       1.312079966101e-10       2.451337449061e-15       2.330052165733e-13       2.442217773768e-17       2.185467784146e-10       3.453583053718e-11      -3.425409534289e-14 
   27       1.330041762102e-10       2.731269552804e-15       2.341229369291e-13       2.632158464915e-17       2.046585139523e-10       3.240409018938e-11      -3.064871612911e-14 
   28       1.348469236282e-10       3.065067468643e-15       2.362017221796e-13       2.829035908778e-17       1.919589390485e-10       3.042566566490e-11      -3.063147591297e-14 
   29       1.367425108963e-10       3.444688595107e-15       2.390223048587e-13       3.032819310800e-17       1.803924573087e-10       2.859695305160e-11      -3.290112610658e-14 
   30       1.386874847371e-10       3.856757414572e-15       2.417320930242e-13       3.243481405205e-17       1.698440789025e-10       2.692068776766e-11      -3.537539027254e-14 
   31       1.406678433075e-10       4.287555078781e-15       2.433116192266e-13       3.460998595997e-17       1.601098977468e-10       2.538582596656e-11      -3.592467494601e-14 
